filename,true_class,predicted_class,feature_set,iteration
1880_Rosing_EnRomantiker,O,CANON,embeddings,130
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,130
1899_FibigerM_AnninaHjelm,O,CANON,embeddings,131
1875_Laertes_NogleMaanederIKoebenhavn,O,CANON,embeddings,131
1890_Schoeyen_DensvenskeNattergal,O,CANON,embeddings,131
1898_Lundgaard_FroekenToes,O,CANON,embeddings,132
1894_Max_MadameRustensensBaderejse,O,CANON,embeddings,132
1894_BruunL_SvendFelding,O,CANON,embeddings,132
1895_Bon_Fristelser,O,CANON,embeddings,132
1892_Valseth_TidligHoest,O,CANON,embeddings,132
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,133
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,133
1898_AndersenT_Askepot,O,CANON,embeddings,133
1894_Bruhn_DenUngeFrue,O,CANON,embeddings,133
1896_Jespersen_Ungdom,O,CANON,embeddings,134
1886_JoergensenM_Livsnydelse,O,CANON,embeddings,134
1886_GerstenbergMueller_Brydninger,O,CANON,embeddings,134
1897_MadsenT_UnderKundskabensTrae,O,CANON,embeddings,134
1889_Schaldemose_Ele,O,CANON,embeddings,134
1887_Winterhjelm_GrevindeSissi,O,CANON,embeddings,134
1899_EwaldT_MaendOgRaskeDrenge,O,CANON,embeddings,135
1898_Lundgaard_FroekenToes,O,CANON,embeddings,135
1890_LieE_MedBlyanten,O,CANON,embeddings,135
1878_Bergsoee_HvemVarHan,O,CANON,embeddings,135
1892_JoergensenJ_Sommer,O,CANON,embeddings,136
1878_FT_OlietrykmandensBortfoerelseshistorie,O,CANON,embeddings,136
1899_Roth_Provindsliv,O,CANON,embeddings,136
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse,O,CANON,embeddings,136
1883_NielsenJ_Bedstemoster,O,CANON,embeddings,136
1899_Reumert_Klitrose,O,CANON,embeddings,136
1892_Michaelis_Vanemennesker,O,CANON,embeddings,137
1895_Claussen_Kitty,O,CANON,embeddings,137
1895_Kaarsberg_FolkenepaaNakkebjerg,O,CANON,embeddings,137
1891_HansenJH_Oprejsning,O,CANON,embeddings,137
1896_AndersenT_DronningensMoelle,O,CANON,embeddings,137
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,138
1890_MoellerN_Haendelser,O,CANON,embeddings,138
1887_Beissel_Munkeliv,O,CANON,embeddings,138
1896_BauditzS_Hjortholm,O,CANON,embeddings,138
1880_Reinhard_IldOgAske,O,CANON,embeddings,139
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,139
1890_MoellerC_DerErForskjel,O,CANON,embeddings,140
1887_Steenbuch_RektorLassen,O,CANON,embeddings,140
1899_HansenJ_Neropolis,O,CANON,embeddings,141
1890_Schoeyen_DensvenskeNattergal,O,CANON,embeddings,141
1874_Budde_EnHistorieFraFattigeSteder,O,CANON,embeddings,142
1894_PetersenL_MellemKlitter,O,CANON,embeddings,142
1893_LarsenK_Cirkler,O,CANON,embeddings,142
1875_DahlK_EdaMansika,O,CANON,embeddings,142
1898_Lunde_Midsommerbarnet,O,CANON,embeddings,142
1889_NielsenZ_Maagen,O,CANON,embeddings,143
1890_BruunL_EmmaJonsson,O,CANON,embeddings,143
1897_MoellerO_Overmennesker,O,CANON,embeddings,144
1886_Winterhjelm_FarvelHansen,O,CANON,embeddings,145
1877_Lolle_FraVejkanten,O,CANON,embeddings,145
1896_Obstfelder_Korset,O,CANON,embeddings,145
1893_Nansen_JuliesDagbog,O,CANON,embeddings,145
1897_MadsenJF_Firkloeveret,O,CANON,embeddings,145
1899_Langgaard_FriskLuft,O,CANON,embeddings,145
1892_Valseth_TidligHoest,O,CANON,embeddings,146
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,147
1878_LieJ_ThomasRoss,O,CANON,embeddings,147
1892_JensenH_PastorDahlberg,O,CANON,embeddings,147
1888_Benzon_KunstOgKjaerlighed,O,CANON,embeddings,147
1890_LieE_MedBlyanten,O,CANON,embeddings,148
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,148
1896_Obstfelder_Korset,O,CANON,embeddings,148
1898_NielsenZ_DenStoreMagt,O,CANON,embeddings,148
1897_Bierfreund_Ira,O,CANON,embeddings,148
1898_Prydz_Sylvia,O,CANON,embeddings,148
1897_JoergensenJ_DenYdersteDag,O,CANON,embeddings,148
1870_Lange_AaenOgHavet,O,CANON,embeddings,149
1899_Wied_LivsensOndskab,O,CANON,embeddings,149
1886_JoergensenM_Livsnydelse,O,CANON,embeddings,149
1897_Stuckenberg_Sol,O,CANON,embeddings,150
1886_Winterhjelm_FarvelHansen,O,CANON,embeddings,150
1897_Stuckenberg_Sol,O,CANON,embeddings,151
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,151
1889_Marer_VerdensSyvUndervaerkerOgAndreSmaating,O,CANON,embeddings,152
1893_NormanHansen_DoktorPedersenSkals,O,CANON,embeddings,152
1890_HansenJ_Skuespillere,O,CANON,embeddings,152
1894_Aagaard_UnderligeFyre,O,CANON,embeddings,152
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,153
1888_HansenCV_SparekassebogNo7709,O,CANON,embeddings,153
1897_NielsenZ_Mystisk,O,CANON,embeddings,153
1897_MadsenT_UnderKundskabensTrae,O,CANON,embeddings,153
1899_LarsenK_IDetGamleVoldkvarter,O,CANON,embeddings,153
1882_LieJ_GaaPaa,O,CANON,embeddings,153
1885_Moenster_Agnete,O,CANON,embeddings,154
1889_Malling_EnFrivillig,O,CANON,embeddings,154
1892_Prydz_Arnak,O,CANON,embeddings,154
1896_ClaussenS_AntoniusiParis,O,CANON,embeddings,154
1892_JoergensenJ_Sommer,O,CANON,embeddings,155
1895_Birck_Hellighed,O,CANON,embeddings,155
1892_Kieler_IEnLysengelsSkikkelse,O,CANON,embeddings,155
1892_Reiserer_FraKaserneogGeled,O,CANON,embeddings,155
1883_Winterhjelm_FritzRandel,O,CANON,embeddings,156
1887_HansenJ_KarenHav,O,CANON,embeddings,156
1898_Schjoerring_TilLykkensLand,O,CANON,embeddings,156
1888_HansenJ_ForstandOgHjaerte,O,CANON,embeddings,157
1892_Valseth_TidligHoest,O,CANON,embeddings,157
1895_Kaarsberg_FolkenepaaNakkebjerg,O,CANON,embeddings,157
1881_Reinhard_Ikaros,O,CANON,embeddings,157
1893_LarsenK_Cirkler,O,CANON,embeddings,158
1894_Bergstroem_Vendepunkter,O,CANON,embeddings,158
1894_Hoem_AabyApotek,O,CANON,embeddings,158
1896_Birck_PastorSommer,O,CANON,embeddings,159
1895_MoellerC_EfterLevendeModel,O,CANON,embeddings,159
1897_MadsenO_LysetsBoern,O,CANON,embeddings,159
1898_BenzonP_Landsmaend,O,CANON,embeddings,159
1895_Birck_Hellighed,O,CANON,embeddings,159
1889_Malling_EnFrivillig,O,CANON,embeddings,159
1893_LarsenK_Cirkler,O,CANON,embeddings,160
1871_Bergsoee_ISabinerbjergene_2,O,CANON,embeddings,160
1878_FT_OlietrykmandensBortfoerelseshistorie,O,CANON,embeddings,160
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,160
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,161
1883_Winterhjelm_FritzRandel,O,CANON,embeddings,161
1899_HenningsenA_Stroemmen,O,CANON,embeddings,162
1886_Winterhjelm_FarvelHansen,O,CANON,embeddings,162
1899_Gnudtzmann_RidderThorvald,O,CANON,embeddings,162
1895_AndersenT_FraByensUdkant,O,CANON,embeddings,162
1899_BarnerAagaard_ErikRandborg,O,CANON,embeddings,162
1893_HansenJ_UngeMenneskerogPilgrimme,O,CANON,embeddings,163
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,163
1895_Malling_EnRomanomFoersteKonsulen,O,CANON,embeddings,163
1899_Kirkegaard_Provstinden,O,CANON,embeddings,164
1890_LieE_MedBlyanten,O,CANON,embeddings,164
1894_HansenJ_EtKarnevalINizza,O,CANON,embeddings,164
1898_Lundgaard_FroekenToes,O,CANON,embeddings,164
1893_Nordentoft_Jens,O,CANON,embeddings,165
1894_Jespersen_Kursuskammerater,O,CANON,embeddings,165
1870_Korfitsen_EnSkibbruden,O,CANON,embeddings,165
1895_Claussen_Kitty,O,CANON,embeddings,166
1899_MadsenJ_KomtesseFlory,O,CANON,embeddings,166
1897_MoellerO_Overmennesker,O,CANON,embeddings,166
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,166
1890_BruunL_EmmaJonsson,O,CANON,embeddings,167
1889_Stuckenberg_Messias,O,CANON,embeddings,167
1897_MadsenT_UnderKundskabensTrae,O,CANON,embeddings,168
1888_Vedel_Stavnsbaand,O,CANON,embeddings,168
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,168
1880_Colban_Cleopatra,O,CANON,embeddings,169
1899_Hancke_RuthErlandsen,O,CANON,embeddings,169
1898_EwaldC_SulamithsHave,O,CANON,embeddings,169
1898_HansenR_PaaGraensenAfToVerdener,O,CANON,embeddings,169
1893_NielsenZ_Kulsviere,O,CANON,embeddings,169
1892_Valseth_TidligHoest,O,CANON,embeddings,170
1898_Lundgaard_FroekenToes,O,CANON,embeddings,170
1891_Rode_Styrke,O,CANON,embeddings,170
1898_Prydz_Sylvia,O,CANON,embeddings,170
1897_Leopold_PrinsesseCharlotte,O,CANON,embeddings,171
1882_HansenP_KristianKjoebenhavner,O,CANON,embeddings,171
1871_MeyerE_Lystaendersken,O,CANON,embeddings,171
1879_Lange_NytLiv,O,CANON,embeddings,171
1894_Hoem_AabyApotek,O,CANON,embeddings,171
1894_BruunL_SvendFelding,O,CANON,embeddings,172
1887_Tuxen_EllinorFalsen,O,CANON,embeddings,172
1879_Elster_ToraTrondal,O,CANON,embeddings,172
1882_HansenJH_Barbara,O,CANON,embeddings,172
1899_LarsenK_IDetGamleVoldkvarter,O,CANON,embeddings,173
1899_EwaldT_MaendOgRaskeDrenge,O,CANON,embeddings,173
1896_MadsenO_FroekenVandasRoman,O,CANON,embeddings,173
1881_Reinhard_Ikaros,O,CANON,embeddings,173
1880_Reinhard_IldOgAske,O,CANON,embeddings,173
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,174
1887_LieJ_EtSamliv,O,CANON,embeddings,174
1898_KnudsenJ_EtGjensyn,O,CANON,embeddings,174
1884_HansenJH_KarstenUlvgPaddehattene,O,CANON,embeddings,175
1888_Kristofersen_VerdensHerre,O,CANON,embeddings,175
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse,O,CANON,embeddings,175
1894_Hoem_AabyApotek,O,CANON,embeddings,176
1877_Lolle_FraVejkanten,O,CANON,embeddings,176
1891_OlsenV_MensMyrterneVisne,O,CANON,embeddings,177
1887_HansenJ_KarenHav,O,CANON,embeddings,177
1898_Levy_BreveFraEnsomheden,O,CANON,embeddings,177
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,177
1895_Schjoerring_SvundneDroemme,O,CANON,embeddings,177
1878_Schjoerring_FlyvendeSommer,O,CANON,embeddings,177
1898_EwaldC_SulamithsHave,O,CANON,embeddings,177
1899_Ahlberg_HvorforHunBlevNonne,O,CANON,embeddings,178
1899_Gnudtzmann_RidderThorvald,O,CANON,embeddings,178
1872_Heilmann_EnSangerinde,O,CANON,embeddings,178
1898_Lundgaard_FroekenToes,O,CANON,embeddings,178
1897_MallingM_Munkeboda,O,CANON,embeddings,180
1889_ChristiansenE_Joppe,O,CANON,embeddings,180
1875_DahlK_EdaMansika,O,CANON,embeddings,180
1898_KragT_FruBeatesHus,O,CANON,embeddings,180
1896_Jespersen_Ungdom,O,CANON,embeddings,181
1899_MadsenJ_KomtesseFlory,O,CANON,embeddings,182
1881_Markman_Studenter,O,CANON,embeddings,182
1896_MoellerC_FraRosenvaengetTilAmager,O,CANON,embeddings,182
1892_MadsenOgHenriques_VedHoejenMast,O,CANON,embeddings,182
1894_Aagaard_UnderligeFyre,O,CANON,embeddings,183
1898_Lundgaard_FroekenToes,O,CANON,embeddings,184
1887_JansonD_EnUngPige,O,CANON,embeddings,184
1893_Schoeyen_EtLoefte,O,CANON,embeddings,184
1877_Hjelm_DoedensHemmeligheder_1,O,CANON,embeddings,185
1888_Paulsen_FruCecilia,O,CANON,embeddings,185
1885_Feddersen_Isidora,O,CANON,embeddings,185
1893_Betzonich_PeterJensen,O,CANON,embeddings,186
1883_Gloeersen_Laura,O,CANON,embeddings,186
1891_JensenH_Kapellanen,O,CANON,embeddings,186
1891_OlsenV_MensMyrterneVisne,O,CANON,embeddings,186
1890_MoellerC_DerErForskjel,O,CANON,embeddings,186
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,187
1883_Hambro_UnderScepter,O,CANON,embeddings,187
1886_Winterhjelm_FarvelHansen,O,CANON,embeddings,188
1882_HansenJH_Barbara,O,CANON,embeddings,188
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,188
1895_IbsenA_SoesterHelene,O,CANON,embeddings,188
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,189
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,189
1878_Bergsoee_HvemVarHan,O,CANON,embeddings,189
1898_Roerdam_PaaHoejskole,O,CANON,embeddings,189
1889_NielsenZ_Maagen,O,CANON,embeddings,189
1893_Schoeyen_EtLoefte,O,CANON,embeddings,189
1879_Lange_NytLiv,O,CANON,embeddings,189
1894_ChristiansenE_Hjarl,O,CANON,embeddings,190
1894_WormMueller_FireDage,O,CANON,embeddings,190
1889_NielsenZ_Maagen,O,CANON,embeddings,191
1896_BenzonP_DetSjetteBud,O,CANON,embeddings,191
1896_Skovbo_Elverfruen,O,CANON,embeddings,191
1890_DahlJ_Tugtemesteren,O,CANON,embeddings,192
1887_Muusmann_ForfloejnePile,O,CANON,embeddings,192
1882_CarstensenW_DenGamleSkole,O,CANON,embeddings,192
1891_Finne_ToDamer,O,CANON,embeddings,192
1899_Lundgaard_Ismael,O,CANON,embeddings,192
1898_Kristensen_EnFolkefest,O,CANON,embeddings,192
1888_Benzon_KunstOgKjaerlighed,O,CANON,embeddings,193
1897_Agerskov_LivetsKilde,O,CANON,embeddings,194
1895_MoellerN_Koglerier,O,CANON,embeddings,194
1896_PetersenL_GadensRoman,O,CANON,embeddings,196
1888_Winterhjelm_Smaastykker,O,CANON,embeddings,196
1899_LieJ_FasteForland,O,CANON,embeddings,196
1896_LarsenK_DoktorIx,O,CANON,embeddings,196
1899_Gnudtzmann_RidderThorvald,O,CANON,embeddings,197
1896_ClaussenS_AntoniusiParis,O,CANON,embeddings,197
1885_Feddersen_Isidora,O,CANON,embeddings,197
1890_HansenJ_Skuespillere,O,CANON,embeddings,197
1893_Brummer_EnKamp,O,CANON,embeddings,198
1886_MeyerJ_RingeDage,O,CANON,embeddings,198
1899_Thomsen_AfKainsSlaegt,O,CANON,embeddings,198
1890_DahlJ_Tugtemesteren,O,CANON,embeddings,198
1894_Jespersen_Kursuskammerater,O,CANON,embeddings,198
1895_Broendsted_FaedrenesSynd,O,CANON,embeddings,199
1879_Rovsing_EnsomtLiv,O,CANON,embeddings,199
1888_Gundesen_Tjoernekrat,O,CANON,embeddings,199
1887_Muusmann_ForfloejnePile,O,CANON,embeddings,199
1881_Reinhard_Ikaros,O,CANON,embeddings,200
1880_Reinhard_IldOgAske,O,CANON,embeddings,201
1899_Wied_LivsensOndskab,O,CANON,embeddings,201
1895_Kaarsberg_FolkenepaaNakkebjerg,O,CANON,embeddings,201
1887_JansonD_EnUngPige,O,CANON,embeddings,202
1895_WormMueller_Stormen,O,CANON,embeddings,202
1892_BruunL_Antonius,O,CANON,embeddings,203
1890_LieE_MedBlyanten,O,CANON,embeddings,203
1880_Paulsen_Margherita,O,CANON,embeddings,203
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,204
1894_Bey_JulenissenSpinder,O,CANON,embeddings,204
1899_LieJ_FasteForland,O,CANON,embeddings,204
1898_Broendsted_Borretaarn,O,CANON,embeddings,204
1894_Lautrup_FamilienWoermer,O,CANON,embeddings,205
1895_Bon_Fristelser,O,CANON,embeddings,205
1882_HansenJH_Barbara,O,CANON,embeddings,206
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,207
1870_Gerson_AfDetDagligeLiv,O,CANON,embeddings,207
1885_Feddersen_Isidora,O,CANON,embeddings,208
1883_Feddersen_EtAegteskab,O,CANON,embeddings,208
1899_KragV_Marianne,O,CANON,embeddings,208
1883_PaludanMueller_MargreteThorsen,O,CANON,embeddings,209
1894_HansenJ_EtKarnevalINizza,O,CANON,embeddings,209
1893_LarsenK_Cirkler,O,CANON,embeddings,209
1897_MadsenJF_Firkloeveret,O,CANON,embeddings,210
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,210
1896_Birck_PastorSommer,O,CANON,embeddings,210
1892_MoellerO_LysOverLandet!,O,CANON,embeddings,210
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,210
1897_NielsenZ_Mystisk,O,CANON,embeddings,211
1896_PetersenL_GadensRoman,O,CANON,embeddings,211
1895_MoellerC_EfterLevendeModel,O,CANON,embeddings,212
1886_SmidtG_JennyOgJeg,O,CANON,embeddings,212
1894_PetersenL_MellemKlitter,O,CANON,embeddings,212
1894_Jespersen_Kursuskammerater,O,CANON,embeddings,212
1881_Reinhard_Ikaros,O,CANON,embeddings,212
1898_Levy_BreveFraEnsomheden,O,CANON,embeddings,213
1898_HansenR_PaaGraensenAfToVerdener,O,CANON,embeddings,213
1882_LieJ_GaaPaa,O,CANON,embeddings,213
1895_AndersenT_FraByensUdkant,O,CANON,embeddings,214
1886_HansenJ_VedHoejvande,O,CANON,embeddings,214
1886_Gloeersen_Dagligdags,O,CANON,embeddings,214
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,214
1897_NielsenZ_Mystisk,O,CANON,embeddings,215
1896_AndersenT_Tvillingesoestrene,O,CANON,embeddings,215
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,215
1899_Hornbeck_TomBosOgJeg,O,CANON,embeddings,216
1888_Vedel_Stavnsbaand,O,CANON,embeddings,216
1884_Paulsen_EnDigtersHustru,O,CANON,embeddings,216
1888_Colditz_Kjaerka,O,CANON,embeddings,216
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,217
1890_Kristofersen_KjelbottenSanatorium,O,CANON,embeddings,217
1894_MadsenO_Inga,O,CANON,embeddings,217
1878_Broendsted_IBoelgegang,O,CANON,embeddings,217
1886_Moenster_IBraendingen,O,CANON,embeddings,218
1898_Blicher-Clausen_IngaHeine,O,CANON,embeddings,218
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,218
1896_LarsenK_DoktorIx,O,CANON,embeddings,218
1893_Betzonich_PeterJensen,O,CANON,embeddings,218
1886_EwaldC_Lindegrenen,O,CANON,embeddings,218
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,219
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,219
1887_Vandel_Dobbeltgaengere,O,CANON,embeddings,219
1888_Vedel_Stavnsbaand,O,CANON,embeddings,219
1899_Reumert_Klitrose,O,CANON,embeddings,219
1897_MadsenJF_Firkloeveret,O,CANON,embeddings,219
1890_Finne_DoktorWangsBoern,O,CANON,embeddings,219
1882_HansenP_KristianKjoebenhavner,O,CANON,embeddings,219
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,220
1899_Kaarsberg_TrangeStier,O,CANON,embeddings,220
1897_JoergensenJ_DenYdersteDag,O,CANON,embeddings,220
1885_SchmidtR_JochenHinrichs,O,CANON,embeddings,221
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,221
1896_MallingM_Eremitage-Idyllen,O,CANON,embeddings,221
1899_Thomsen_AfKainsSlaegt,O,CANON,embeddings,222
1899_Kaarsberg_TrangeStier,O,CANON,embeddings,222
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,222
1889_ChristiansenE_Joppe,O,CANON,embeddings,222
1892_Valseth_TidligHoest,O,CANON,embeddings,222
1890_LieE_MedBlyanten,O,CANON,embeddings,224
1878_LieJ_ThomasRoss,O,CANON,embeddings,224
1883_Gloeersen_Laura,O,CANON,embeddings,224
1898_Tuxen_BrudtOvermod,O,CANON,embeddings,225
1886_HansenJ_VedHoejvande,O,CANON,embeddings,225
1882_JacobsenA_EnJournalist,O,CANON,embeddings,225
1899_Ahlberg_HvorforHunBlevNonne,O,CANON,embeddings,225
1895_EwaldC_DenGamleStue,O,CANON,embeddings,225
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,226
1893_JoergensenJ_LivetsTrae,O,CANON,embeddings,226
1895_Bon_Fristelser,O,CANON,embeddings,227
1892_Valseth_TidligHoest,O,CANON,embeddings,227
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,227
1886_Winterhjelm_FarvelHansen,O,CANON,embeddings,227
1887_HansenJ_KarenHav,O,CANON,embeddings,227
1898_Stuckenberg_Hjemfalden,O,CANON,embeddings,227
1888_Vedel_Stavnsbaand,O,CANON,embeddings,228
1889_Vandel_Kraemmerliv,O,CANON,embeddings,229
1896_Skovbo_Elverfruen,O,CANON,embeddings,229
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,229
1879_Elster_ToraTrondal,O,CANON,embeddings,230
1882_HansenJH_Barbara,O,CANON,embeddings,230
1887_JansonD_EnUngPige,O,CANON,embeddings,230
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,230
1899_FibigerM_AnninaHjelm,O,CANON,embeddings,231
1899_JensenH_Spoegeri,O,CANON,embeddings,231
1890_Finne_DoktorWangsBoern,O,CANON,embeddings,231
1881_Paulsen_NorskProvinsliv,O,CANON,embeddings,232
1895_Westenholz_FraMitPulterkammer,O,CANON,embeddings,232
1895_NormanHansen_DoktorTavsen,O,CANON,embeddings,233
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,233
1880_Hansen_FraDannevirkeTilRosenvaenget,O,CANON,embeddings,234
1892_MadsenO_GladeUngdom,O,CANON,embeddings,234
1890_LieE_MedBlyanten,O,CANON,embeddings,234
1888_JoergensenJ_Foraarssagn,O,CANON,embeddings,234
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,234
1890_Finne_DoktorWangsBoern,O,CANON,embeddings,234
1897_NielsenZ_Mystisk,O,CANON,embeddings,235
1895_Norrie_EnLoesgaenger,O,CANON,embeddings,235
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,235
1898_MadsenJ_GesandtensBoern,O,CANON,embeddings,235
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,235
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,235
1886_Gloeersen_Dagligdags,O,CANON,embeddings,236
1899_HenningsenA_Glansbilledet,O,CANON,embeddings,236
1896_MoellerC_FraRosenvaengetTilAmager,O,CANON,embeddings,236
1895_LieM_EnDroemmersBog,O,CANON,embeddings,236
1893_NielsenZ_Kulsviere,O,CANON,embeddings,236
1890_LieE_MedBlyanten,O,CANON,embeddings,237
1896_LarsenK_DoktorIx,O,CANON,embeddings,237
1899_Hancke_RuthErlandsen,O,CANON,embeddings,237
1878_Broendsted_IBoelgegang,O,CANON,embeddings,237
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,237
1896_BenzonP_DetSjetteBud,O,CANON,embeddings,237
1898_Bierfreund_ForgangenNat,O,CANON,embeddings,237
1878_Broendsted_IBoelgegang,O,CANON,embeddings,238
1888_Paulsen_FruCecilia,O,CANON,embeddings,238
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,238
1893_LarsenK_Cirkler,O,CANON,embeddings,238
1880_Secher_Aegtemaend,O,CANON,embeddings,239
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,239
1892_Valseth_TidligHoest,O,CANON,embeddings,239
1896_BenzonP_DetSjetteBud,O,CANON,embeddings,239
1897_MallingM_Munkeboda,O,CANON,embeddings,240
1895_MoellerO_GuldOgAere,O,CANON,embeddings,240
1887_JansonD_EnUngPige,O,CANON,embeddings,240
1877_Lange_EtSymposion,O,CANON,embeddings,240
1875_Laertes_NogleMaanederIKoebenhavn,O,CANON,embeddings,240
1897_MoellerO_Overmennesker,O,CANON,embeddings,240
1886_Moenster_IBraendingen,O,CANON,embeddings,240
1896_BauditzS_Hjortholm,O,CANON,embeddings,241
1886_JoergensenM_Livsnydelse,O,CANON,embeddings,241
1899_Wied_LivsensOndskab,O,CANON,embeddings,241
1894_Gundesen_Nedarvet,O,CANON,embeddings,241
1881_Reinhard_Ikaros,O,CANON,embeddings,242
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,242
1880_Hansen_FraDannevirkeTilRosenvaenget,O,CANON,embeddings,242
1895_WormMueller_Stormen,O,CANON,embeddings,242
1899_HenningsenA_Stroemmen,O,CANON,embeddings,242
1880_Reinhard_IldOgAske,O,CANON,embeddings,243
1897_MallingM_Munkeboda,O,CANON,embeddings,243
1886_Thorson_UdenAnsvar,O,CANON,embeddings,243
1894_WormMueller_FireDage,O,CANON,embeddings,243
1899_Stuckenberg_Asmadaeus,O,CANON,embeddings,243
1870_Korfitsen_EnSkibbruden,O,CANON,embeddings,244
1899_JensenH_Spoegeri,O,CANON,embeddings,244
1881_NielsenZ_NyeTider,O,CANON,embeddings,244
1891_AndersenFO_EtBrud,O,CANON,embeddings,244
1894_Keller_EnOvergangstid,O,CANON,embeddings,245
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,245
1880_Gloeersen_EnFremmed,O,CANON,embeddings,245
1896_PetersenL_GadensRoman,O,CANON,embeddings,245
1890_Finne_DoktorWangsBoern,O,CANON,embeddings,246
1871_Bergsoee_ISabinerbjergene_1,O,CANON,embeddings,246
1886_SmidtG_JennyOgJeg,O,CANON,embeddings,246
1897_HansenJ_EnKritiskTid,O,CANON,embeddings,247
1897_Stuckenberg_Sol,O,CANON,embeddings,247
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,247
1894_Hoem_AabyApotek,O,CANON,embeddings,247
1894_Nansen_Maria,O,CANON,embeddings,247
1897_IbsenA_FroekenStudent,O,CANON,embeddings,247
1894_Bergstroem_Vendepunkter,O,CANON,embeddings,248
1893_Brosboell_Gazela,O,CANON,embeddings,248
1893_NielsenZ_Kulsviere,O,CANON,embeddings,248
1898_Raunkiaer_Memento,O,CANON,embeddings,249
1899_Gnudtzmann_RidderThorvald,O,CANON,embeddings,249
1889_Marer_VerdensSyvUndervaerkerOgAndreSmaating,O,CANON,embeddings,249
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,249
1898_AndersenT_Askepot,O,CANON,embeddings,250
1888_Vedel_Stavnsbaand,O,CANON,embeddings,250
1899_Gnudtzmann_RidderThorvald,O,CANON,embeddings,250
1875_Hjelm_KoebenhavnskZigeunerliv,O,CANON,embeddings,250
1890_HansenJ_Skuespillere,O,CANON,embeddings,250
1897_Stuckenberg_Sol,O,CANON,embeddings,251
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,251
1878_Bergsoee_HvemVarHan,O,CANON,embeddings,251
1888_Colditz_Kjaerka,O,CANON,embeddings,251
1897_Agerskov_LivetsKilde,O,CANON,embeddings,252
1875_Boegh_JonasTvaermosesAergrelser,O,CANON,embeddings,252
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,252
1895_Bon_Fristelser,O,CANON,embeddings,253
1894_Max_MadameRustensensBaderejse,O,CANON,embeddings,253
1896_Skovbo_Elverfruen,O,CANON,embeddings,253
1891_HansenJH_Oprejsning,O,CANON,embeddings,253
1886_EwaldC_Lindegrenen,O,CANON,embeddings,254
1893_HansenJ_UngeMenneskerogPilgrimme,O,CANON,embeddings,254
1876_Paulsen_Sjoedronningen,O,CANON,embeddings,254
