filename,true_class,predicted_class,feature_set,iteration
1888_Colditz_Kjaerka,O,CANON,embeddings,255
1894_Aagaard_UnderligeFyre,O,CANON,embeddings,255
1893_NielsenZ_Kulsviere,O,CANON,embeddings,255
1895_OestergaardV_TygeBrahe,O,CANON,embeddings,255
1894_Nansen_Maria,O,CANON,embeddings,255
1899_LieJ_FasteForland,O,CANON,embeddings,256
1895_KragT_Kobberslangen,O,CANON,embeddings,256
1893_MadsenOgHenriques_StudentensGladeLiv,O,CANON,embeddings,256
1894_ChristiansenE_Hjarl,O,CANON,embeddings,256
1897_Alsted_Ly,O,CANON,embeddings,256
1898_MoellerO_MillionaerensPilegrimsfaerd,O,CANON,embeddings,256
1889_Birck_AageEllerEbbe,O,CANON,embeddings,256
1881_Schoeyen_Olaf,O,CANON,embeddings,257
1891_Finne_ToDamer,O,CANON,embeddings,258
1894_ClaussenS_UngeBander,O,CANON,embeddings,258
1896_WintherH_EnTornefuldVej,O,CANON,embeddings,258
1899_Wied_LivsensOndskab,O,CANON,embeddings,258
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,258
1889_NielsenZ_Maagen,O,CANON,embeddings,259
1887_Steenbuch_RektorLassen,O,CANON,embeddings,259
1894_ChristiansenE_Hjarl,O,CANON,embeddings,259
1889_Schaldemose_Ele,O,CANON,embeddings,260
1896_Gnudtzmann_Idealister,O,CANON,embeddings,260
1897_MadsenT_UnderKundskabensTrae,O,CANON,embeddings,261
1889_Malling_EnFrivillig,O,CANON,embeddings,261
1888_Winterhjelm_Smaastykker,O,CANON,embeddings,262
1898_Gnudtzmann_Gadespejlet,O,CANON,embeddings,262
1894_Bruhn_DenUngeFrue,O,CANON,embeddings,262
1897_IbsenA_FroekenStudent,O,CANON,embeddings,262
1898_HansenR_PaaGraensenAfToVerdener,O,CANON,embeddings,262
1899_Skjoldborg_Kragehuset,O,CANON,embeddings,264
1893_WintherH_HerregaardogPraestegaard,O,CANON,embeddings,264
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,264
1884_Bauditz_Kaffesladder,O,CANON,embeddings,264
1897_MoellerO_Overmennesker,O,CANON,embeddings,265
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,266
1895_AndersenT_FraByensUdkant,O,CANON,embeddings,266
1888_Lundsgaard_EnJuleferie,O,CANON,embeddings,266
1882_Schjoerring_SkillesOgMoedes,O,CANON,embeddings,266
1883_Gloeersen_Laura,O,CANON,embeddings,266
1895_Kindvig_WilliamOgElisabeth,O,CANON,embeddings,267
1888_Benzon_KunstOgKjaerlighed,O,CANON,embeddings,267
1894_Jespersen_Kursuskammerater,O,CANON,embeddings,267
1896_Egeberg_SejrOgFald,O,CANON,embeddings,267
1894_ClaussenS_UngeBander,O,CANON,embeddings,268
1881_Paulsen_NorskProvinsliv,O,CANON,embeddings,268
1881_NielsenZ_NyeTider,O,CANON,embeddings,268
1882_Hambro_Einar,O,CANON,embeddings,269
1875_Hjelm_KoebenhavnskZigeunerliv,O,CANON,embeddings,269
1889_Vandel_Kraemmerliv,O,CANON,embeddings,270
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,270
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,270
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,271
1882_PaulsenJ_FamilienPehrsen,O,CANON,embeddings,271
1895_Welding_EnUngPige,O,CANON,embeddings,271
1899_Roth_Provindsliv,O,CANON,embeddings,271
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,271
1897_Alsted_Ly,O,CANON,embeddings,271
1884_Winterhjelm_Intermezzoer,O,CANON,embeddings,271
1881_Gloeersen_FraMitFriluftsliv,O,CANON,embeddings,272
1898_Bierfreund_ForgangenNat,O,CANON,embeddings,272
1883_Winterhjelm_FritzRandel,O,CANON,embeddings,272
1882_HansenJH_Barbara,O,CANON,embeddings,272
1898_Christmas_KaerlighedensRet,O,CANON,embeddings,273
1896_Egeberg_SejrOgFald,O,CANON,embeddings,273
1892_Prydz_Arnak,O,CANON,embeddings,273
1898_Levy_BreveFraEnsomheden,O,CANON,embeddings,274
1895_Malling_EnRomanomFoersteKonsulen,O,CANON,embeddings,274
1879_FT_HCAndersensRejseAeventyr,O,CANON,embeddings,274
1886_EwaldC_Lindegrenen,O,CANON,embeddings,275
1894_BruunL_SvendFelding,O,CANON,embeddings,275
1899_Keller_Situationer,O,CANON,embeddings,275
1893_LieJ_Niobe,O,CANON,embeddings,275
1898_Wied_Slaegten,O,CANON,embeddings,275
1886_HansenJ_VedHoejvande,O,CANON,embeddings,275
1890_HansenJ_Skuespillere,O,CANON,embeddings,276
1888_Bondesen_KarretenFraLoenneskov,O,CANON,embeddings,276
1894_ClaussenS_UngeBander,O,CANON,embeddings,278
1898_Broendsted_Borretaarn,O,CANON,embeddings,278
1878_Olufsen_Taagebilleder,O,CANON,embeddings,278
1893_Houlberg_Aspiranter,O,CANON,embeddings,278
1895_IbsenA_SoesterHelene,O,CANON,embeddings,278
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,278
1896_Jespersen_Ungdom,O,CANON,embeddings,279
1888_Lundsgaard_EnJuleferie,O,CANON,embeddings,280
1899_KragT_Enken,O,CANON,embeddings,280
1889_Schaldemose_Ele,O,CANON,embeddings,280
1899_Kirkegaard_Provstinden,O,CANON,embeddings,281
1892_Valseth_TidligHoest,O,CANON,embeddings,282
1898_Prydz_Sylvia,O,CANON,embeddings,282
1896_Rosenkilde_KarstensSkriftemaal,O,CANON,embeddings,282
1896_JohansenL_UnderOgOverAtmosfaeren,O,CANON,embeddings,283
1892_Michaelis_Vanemennesker,O,CANON,embeddings,283
1886_Winterhjelm_FarvelHansen,O,CANON,embeddings,283
1896_Lundgaard_DonJuan,O,CANON,embeddings,283
1896_PetersenL_GadensRoman,O,CANON,embeddings,283
1898_MallingM_DonaYsabel,O,CANON,embeddings,283
1876_Hjelm_OerkenensSlange_1,O,CANON,embeddings,284
1896_BenzonP_DetSjetteBud,O,CANON,embeddings,285
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,285
1877_SoerensenC_FolketsSoen,O,CANON,embeddings,285
1873_BruunC_FraEtHjoerneAfKirkegaarden,O,CANON,embeddings,286
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,286
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,286
1889_Vogt_FamiliensSorg,O,CANON,embeddings,286
1897_IbsenA_FroekenStudent,O,CANON,embeddings,286
1899_Soederberg_DeUmyndige,O,CANON,embeddings,287
1899_JensenH_Spoegeri,O,CANON,embeddings,287
1889_Schaldemose_Ele,O,CANON,embeddings,287
1889_Vogt_FamiliensSorg,O,CANON,embeddings,288
1882_PaulsenJ_FamilienPehrsen,O,CANON,embeddings,288
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,288
1897_Keller_Medailloner,O,CANON,embeddings,288
1898_Janssen_SpanskeNaetter,O,CANON,embeddings,289
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,289
1894_ChristiansenE_Hjarl,O,CANON,embeddings,289
1892_Valseth_TidligHoest,O,CANON,embeddings,289
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,290
1896_LundV_Praesten,O,CANON,embeddings,290
1886_Moenster_IBraendingen,O,CANON,embeddings,292
1888_HansenCV_SparekassebogNo7709,O,CANON,embeddings,292
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,292
1894_ClaussenS_UngeBander,O,CANON,embeddings,293
1891_HansenJH_Oprejsning,O,CANON,embeddings,293
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende,O,CANON,embeddings,293
1872_Heilmann_EnSangerinde,O,CANON,embeddings,293
1899_Hancke_RuthErlandsen,O,CANON,embeddings,293
1886_Moenster_IBraendingen,O,CANON,embeddings,294
1894_BruunL_SvendFelding,O,CANON,embeddings,294
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,294
1884_Bauditz_Kaffesladder,O,CANON,embeddings,294
1899_Thomsen_AfKainsSlaegt,O,CANON,embeddings,295
1876_Bauditz_Himmelbjerget,O,CANON,embeddings,295
1877_Gloeersen_Sigurd,O,CANON,embeddings,295
1897_JoergensenJ_DenYdersteDag,O,CANON,embeddings,296
1886_Moenster_IBraendingen,O,CANON,embeddings,296
1889_Stuckenberg_Messias,O,CANON,embeddings,296
1889_Kaarsberg_Mutterlillen,O,CANON,embeddings,296
1896_AndersenT_Tvillingesoestrene,O,CANON,embeddings,296
1888_JoergensenJ_Foraarssagn,O,CANON,embeddings,297
1890_BruunL_EmmaJonsson,O,CANON,embeddings,297
1895_EwaldC_DenGamleStue,O,CANON,embeddings,298
1896_LarsenK_DoktorIx,O,CANON,embeddings,298
1896_BenzonP_DetSjetteBud,O,CANON,embeddings,298
1899_Soederberg_DeUmyndige,O,CANON,embeddings,298
1891_Reiserer_EnSergent,O,CANON,embeddings,299
1886_Moenster_IBraendingen,O,CANON,embeddings,299
1883_Gerson_ForEllerImod,O,CANON,embeddings,299
1890_Schoeyen_DensvenskeNattergal,O,CANON,embeddings,299
1873_Soerensen_EnKvindeAfFolket,O,CANON,embeddings,299
1883_LieJ_Livsslaven,O,CANON,embeddings,300
1893_MadsenOgHenriques_StudentensGladeLiv,O,CANON,embeddings,300
1896_MoellerI_TabteToejler,O,CANON,embeddings,300
1889_Malling_EnFrivillig,O,CANON,embeddings,300
1899_Stuckenberg_Asmadaeus,O,CANON,embeddings,301
1887_Steenbuch_RektorLassen,O,CANON,embeddings,301
1889_Vandel_Kraemmerliv,O,CANON,embeddings,301
1894_Max_MadameRustensensBaderejse,O,CANON,embeddings,301
1888_JoergensenJ_Foraarssagn,O,CANON,embeddings,301
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,302
1887_Muusmann_ForfloejnePile,O,CANON,embeddings,302
1892_JoergensenJ_Sommer,O,CANON,embeddings,302
1880_Paulsen_Margherita,O,CANON,embeddings,303
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,303
1871_Bergsoee_ISabinerbjergene_1,O,CANON,embeddings,303
1894_Hoem_AabyApotek,O,CANON,embeddings,303
1895_Boecker_Uveirstider,O,CANON,embeddings,304
1888_Benzon_KunstOgKjaerlighed,O,CANON,embeddings,304
1895_AndersenT_FraByensUdkant,O,CANON,embeddings,304
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,304
1895_WormMueller_Stormen,O,CANON,embeddings,305
1893_NormanHansen_DoktorPedersenSkals,O,CANON,embeddings,305
1886_EwaldC_Lindegrenen,O,CANON,embeddings,305
1898_MoellerO_MillionaerensPilegrimsfaerd,O,CANON,embeddings,306
1899_HansenJ_Neropolis,O,CANON,embeddings,306
1890_DahlJ_Tugtemesteren,O,CANON,embeddings,306
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,307
1884_Bauditz_Kaffesladder,O,CANON,embeddings,307
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,307
1893_Baadsgaard_ToUngeKvinder,O,CANON,embeddings,307
1889_Trafall_DanskePeterssmuleHollandsreise,O,CANON,embeddings,307
1882_LieJ_GaaPaa,O,CANON,embeddings,308
1893_Boecker_Soeskende,O,CANON,embeddings,308
1895_LieM_EnDroemmersBog,O,CANON,embeddings,308
1896_Egeberg_SejrOgFald,O,CANON,embeddings,309
1875_Hjelm_KoebenhavnskZigeunerliv,O,CANON,embeddings,309
1886_Thorson_UdenAnsvar,O,CANON,embeddings,310
1899_Hancke_RuthErlandsen,O,CANON,embeddings,310
1895_LieM_EnDroemmersBog,O,CANON,embeddings,310
1892_Michaelis_Vanemennesker,O,CANON,embeddings,310
1879_Kieler_AndreFraKautokejno,O,CANON,embeddings,311
1870_Anonym_KraemmersvendeOgSyjomfruerEllerPrincipalernesPengeskuffer,O,CANON,embeddings,311
1897_OestergaardK_AntonArdenOgMoellerensJohanne,O,CANON,embeddings,311
1899_Kirkegaard_Provstinden,O,CANON,embeddings,311
1899_Reumert_Klitrose,O,CANON,embeddings,311
1898_KnudsenJ_EtGjensyn,O,CANON,embeddings,312
1885_OlsenV_SkyerOgSolskin,O,CANON,embeddings,312
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,312
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,312
1895_Kieler_PaaPost,O,CANON,embeddings,313
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,313
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,313
1888_Gundesen_Tjoernekrat,O,CANON,embeddings,314
1896_Gnudtzmann_Idealister,O,CANON,embeddings,314
1880_Fibiger_Askepot,O,CANON,embeddings,314
1886_MeyerJ_RingeDage,O,CANON,embeddings,314
1872_Heilmann_EnSangerinde,O,CANON,embeddings,314
1888_HansenCV_SparekassebogNo7709,O,CANON,embeddings,314
1896_Muusmann_LovensArm,O,CANON,embeddings,315
1895_Broendsted_FaedrenesSynd,O,CANON,embeddings,315
1888_JoergensenJ_Foraarssagn,O,CANON,embeddings,315
1899_Muusmann_TrettenTrumfer,O,CANON,embeddings,316
1887_LieJ_EtSamliv,O,CANON,embeddings,316
1890_Finne_DoktorWangsBoern,O,CANON,embeddings,316
1886_Thorson_UdenAnsvar,O,CANON,embeddings,316
1891_Reiserer_EnSergent,O,CANON,embeddings,316
1891_Rode_Styrke,O,CANON,embeddings,317
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,317
1897_IbsenA_FroekenStudent,O,CANON,embeddings,317
1899_LieJ_FasteForland,O,CANON,embeddings,318
1879_Rovsing_EnsomtLiv,O,CANON,embeddings,318
1898_NielsenZ_DenStoreMagt,O,CANON,embeddings,318
1892_Kieler_IEnLysengelsSkikkelse,O,CANON,embeddings,319
1890_DahlJ_Tugtemesteren,O,CANON,embeddings,319
1897_NielsenZ_Mystisk,O,CANON,embeddings,319
1874_Juel_Karen,O,CANON,embeddings,319
1887_Schjoerring_ForVindOgVove,O,CANON,embeddings,319
1891_Markman_PovlBreinum,O,CANON,embeddings,320
1890_HansenJ_Skuespillere,O,CANON,embeddings,320
1888_Moenster_TreSind,O,CANON,embeddings,320
1896_Rosenkilde_KarstensSkriftemaal,O,CANON,embeddings,321
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,321
1886_NielsenN_FraKirkelivet,O,CANON,embeddings,321
1899_Gnudtzmann_RidderThorvald,O,CANON,embeddings,321
1898_Raunkiaer_Memento,O,CANON,embeddings,321
1893_JoergensenJ_LivetsTrae,O,CANON,embeddings,321
1899_Muusmann_TrettenTrumfer,O,CANON,embeddings,322
1897_NielsenZ_Mystisk,O,CANON,embeddings,322
1877_Lolle_FraVejkanten,O,CANON,embeddings,322
1898_KragT_FruBeatesHus,O,CANON,embeddings,322
1893_HansenJ_UngeMenneskerogPilgrimme,O,CANON,embeddings,323
1898_Lundgaard_FroekenToes,O,CANON,embeddings,323
1886_Gloeersen_Dagligdags,O,CANON,embeddings,324
1899_Stuckenberg_Asmadaeus,O,CANON,embeddings,324
1884_Bauditz_Kaffesladder,O,CANON,embeddings,325
1898_Bierfreund_ForgangenNat,O,CANON,embeddings,325
1898_MoellerO_MillionaerensPilegrimsfaerd,O,CANON,embeddings,325
1888_Vedel_Stavnsbaand,O,CANON,embeddings,325
1889_Vandel_Kraemmerliv,O,CANON,embeddings,325
1892_Reiserer_FraKaserneogGeled,O,CANON,embeddings,326
1886_HansenJ_VedHoejvande,O,CANON,embeddings,326
1896_MoellerI_TabteToejler,O,CANON,embeddings,326
1896_Jespersen_Ungdom,O,CANON,embeddings,327
1889_Schaldemose_Ele,O,CANON,embeddings,327
1886_Gloeersen_Dagligdags,O,CANON,embeddings,327
1896_Nilssen_Nemesis,O,CANON,embeddings,327
1898_Broendsted_Borretaarn,O,CANON,embeddings,327
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende,O,CANON,embeddings,328
1898_Roerdam_PaaHoejskole,O,CANON,embeddings,328
1896_Lander_PaaEfteraarsmanoevre,O,CANON,embeddings,328
1898_AndersenT_Askepot,O,CANON,embeddings,328
1879_FT_HCAndersensRejseAeventyr,O,CANON,embeddings,328
1896_PetersenL_GadensRoman,O,CANON,embeddings,328
1884_Paulsen_EnDigtersHustru,O,CANON,embeddings,329
1878_Olufsen_Taagebilleder,O,CANON,embeddings,329
1899_Langgaard_FriskLuft,O,CANON,embeddings,329
1895_IbsenA_SoesterHelene,O,CANON,embeddings,330
1897_Leopold_PrinsesseCharlotte,O,CANON,embeddings,330
1891_Markman_PovlBreinum,O,CANON,embeddings,330
1898_Roerdam_PaaHoejskole,O,CANON,embeddings,330
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,330
1895_Kaarsberg_FolkenepaaNakkebjerg,O,CANON,embeddings,331
1899_Roth_Provindsliv,O,CANON,embeddings,331
1895_MoellerN_Koglerier,O,CANON,embeddings,331
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,331
1887_JansonD_EnUngPige,O,CANON,embeddings,332
1882_Hambro_Einar,O,CANON,embeddings,332
1889_ChristiansenE_Joppe,O,CANON,embeddings,332
1882_PaulsenJ_FamilienPehrsen,O,CANON,embeddings,332
1894_BruunL_SvendFelding,O,CANON,embeddings,332
1898_Bierfreund_ForgangenNat,O,CANON,embeddings,333
1890_LieE_MedBlyanten,O,CANON,embeddings,333
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse,O,CANON,embeddings,333
1895_MoellerO_GuldOgAere,O,CANON,embeddings,333
1894_ClaussenS_UngeBander,O,CANON,embeddings,333
1895_MoellerN_Koglerier,O,CANON,embeddings,333
1894_Bierfreund_EnSommerdroem,O,CANON,embeddings,333
1896_Skjoldborg_EnStridsmand,O,CANON,embeddings,334
1886_JoergensenM_Livsnydelse,O,CANON,embeddings,335
1893_Boecker_Soeskende,O,CANON,embeddings,335
1886_Moenster_IBraendingen,O,CANON,embeddings,335
1895_Stuckenberg_FagreOrd,O,CANON,embeddings,335
1881_Reinhard_Ikaros,O,CANON,embeddings,335
1899_JensenH_Spoegeri,O,CANON,embeddings,336
1878_Rosenfeld_HvemAfDeTo,O,CANON,embeddings,336
1880_Hansen_FraDannevirkeTilRosenvaenget,O,CANON,embeddings,336
1886_MeyerJ_RingeDage,O,CANON,embeddings,336
1895_LieM_EnDroemmersBog,O,CANON,embeddings,337
1882_JacobsenA_EnJournalist,O,CANON,embeddings,337
1877_Colban_JegLever,O,CANON,embeddings,337
1896_BenzonP_DetSjetteBud,O,CANON,embeddings,337
1895_Betzonich_DonJuansEfteraar,O,CANON,embeddings,337
1896_MoellerC_FraRosenvaengetTilAmager,O,CANON,embeddings,338
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,338
1884_HansenJH_KarstenUlvgPaddehattene,O,CANON,embeddings,338
1899_Muusmann_TrettenTrumfer,O,CANON,embeddings,339
1899_EwaldC_MinLilleDreng,O,CANON,embeddings,340
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse,O,CANON,embeddings,340
1887_HansenJ_KarenHav,O,CANON,embeddings,340
1899_Kirkegaard_Provstinden,O,CANON,embeddings,341
1899_HansenJ_Neropolis,O,CANON,embeddings,341
1886_MeyerJ_RingeDage,O,CANON,embeddings,341
1892_Valseth_TidligHoest,O,CANON,embeddings,342
1897_MadsenO_LysetsBoern,O,CANON,embeddings,342
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,342
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,343
1894_Gundesen_Nedarvet,O,CANON,embeddings,343
1889_Stuckenberg_Messias,O,CANON,embeddings,343
1873_BruunC_FraEtHjoerneAfKirkegaarden,O,CANON,embeddings,343
1890_MoellerC_DerErForskjel,O,CANON,embeddings,343
1894_Nansen_Maria,O,CANON,embeddings,344
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,344
1881_Gloeersen_FraMitFriluftsliv,O,CANON,embeddings,344
1899_IbsenA_JacobLinde,O,CANON,embeddings,344
1896_Egeberg_SejrOgFald,O,CANON,embeddings,345
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,345
1886_MeyerJ_RingeDage,O,CANON,embeddings,346
1887_Muusmann_ForfloejnePile,O,CANON,embeddings,346
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,346
1899_Roth_Provindsliv,O,CANON,embeddings,346
1881_Reinhard_Ikaros,O,CANON,embeddings,347
1899_Reumert_Klitrose,O,CANON,embeddings,347
1879_Elster_ToraTrondal,O,CANON,embeddings,347
1895_Birck_Hellighed,O,CANON,embeddings,348
1888_Paulsen_FruCecilia,O,CANON,embeddings,348
1889_Kaarsberg_Mutterlillen,O,CANON,embeddings,348
1886_GerstenbergMueller_Brydninger,O,CANON,embeddings,348
1879_Elster_ToraTrondal,O,CANON,embeddings,348
1893_Nansen_JuliesDagbog,O,CANON,embeddings,348
1890_HansenJ_Skuespillere,O,CANON,embeddings,349
1890_BruunL_EmmaJonsson,O,CANON,embeddings,349
1897_HansenJ_EnKritiskTid,O,CANON,embeddings,349
1894_Hoem_AabyApotek,O,CANON,embeddings,350
1897_MallingM_Munkeboda,O,CANON,embeddings,350
1886_JoergensenM_Livsnydelse,O,CANON,embeddings,350
1893_NielsenZ_Kulsviere,O,CANON,embeddings,350
1892_Michaelis_Vanemennesker,O,CANON,embeddings,350
1892_JoergensenJ_Sommer,O,CANON,embeddings,351
1894_HansenJ_EtKarnevalINizza,O,CANON,embeddings,351
1899_Roth_Provindsliv,O,CANON,embeddings,352
1875_GoldschmidtR_EnKvindehistorie,O,CANON,embeddings,352
1892_JoergensenJ_Sommer,O,CANON,embeddings,353
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,354
1886_MeyerJ_RingeDage,O,CANON,embeddings,355
1884_Winterhjelm_Intermezzoer,O,CANON,embeddings,355
1883_Winterhjelm_FritzRandel,O,CANON,embeddings,355
1891_Paulsen_BrosefraBergenudenlands,O,CANON,embeddings,355
1890_MoellerC_DerErForskjel,O,CANON,embeddings,355
1888_Colditz_Kjaerka,O,CANON,embeddings,356
1894_Gundesen_Nedarvet,O,CANON,embeddings,356
1896_BauditzS_Hjortholm,O,CANON,embeddings,356
1880_Reinhard_IldOgAske,O,CANON,embeddings,356
1895_Betzonich_DonJuansEfteraar,O,CANON,embeddings,356
1894_Kieler_HanFaldtVedHelgoland,O,CANON,embeddings,356
1898_Lunde_Midsommerbarnet,O,CANON,embeddings,356
1880_Hansen_FraDannevirkeTilRosenvaenget,O,CANON,embeddings,357
1881_Schjoerring_DenGamleHerregaard,O,CANON,embeddings,358
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,358
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,358
1898_KnudsenJ_EtGjensyn,O,CANON,embeddings,359
1892_PetersenM_KuedePlanter,O,CANON,embeddings,359
1892_Michaelis_Vanemennesker,O,CANON,embeddings,359
1899_KragV_Marianne,O,CANON,embeddings,360
1893_LieJ_Niobe,O,CANON,embeddings,360
1897_HansenJ_EnKritiskTid,O,CANON,embeddings,360
1893_LieJ_Niobe,O,CANON,embeddings,361
1878_FT_OlietrykmandensBortfoerelseshistorie,O,CANON,embeddings,361
1899_Roth_Provindsliv,O,CANON,embeddings,361
1892_PetersenM_KuedePlanter,O,CANON,embeddings,361
1899_IbsenA_JacobLinde,O,CANON,embeddings,361
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,361
1896_Rosenkilde_KarstensSkriftemaal,O,CANON,embeddings,361
1882_LieJ_GaaPaa,O,CANON,embeddings,362
1897_Birck_FarisaeerOgTolder,O,CANON,embeddings,362
1898_Broendsted_Borretaarn,O,CANON,embeddings,362
1895_IbsenA_SoesterHelene,O,CANON,embeddings,362
1897_Keller_Medailloner,O,CANON,embeddings,362
1877_SoerensenC_FolketsSoen,O,CANON,embeddings,363
1880_Colban_Cleopatra,O,CANON,embeddings,363
1887_LieJ_EtSamliv,O,CANON,embeddings,364
1876_LM_IndianerpigenFraKapBreton,O,CANON,embeddings,364
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,364
1886_Moenster_IBraendingen,O,CANON,embeddings,364
1897_MadsenT_UnderKundskabensTrae,O,CANON,embeddings,365
1899_HansenJ_Neropolis,O,CANON,embeddings,366
1893_NielsenZ_Kulsviere,O,CANON,embeddings,366
1899_LarsenK_IDetGamleVoldkvarter,O,CANON,embeddings,366
1898_KragT_FruBeatesHus,O,CANON,embeddings,367
1899_Brosboell_Fredsfyrsten,O,CANON,embeddings,367
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,367
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,367
1878_Rosenfeld_HvemAfDeTo,O,CANON,embeddings,367
1899_LieJ_FasteForland,O,CANON,embeddings,368
1873_BruunC_FraEtHjoerneAfKirkegaarden,O,CANON,embeddings,368
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende,O,CANON,embeddings,368
1893_NormanHansen_DoktorPedersenSkals,O,CANON,embeddings,368
1879_FT_OlietrykmandensFrieri,O,CANON,embeddings,368
1880_Gloeersen_EnFremmed,O,CANON,embeddings,368
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,369
1899_Ahlberg_HvorforHunBlevNonne,O,CANON,embeddings,369
1884_MoellerC_PaaFarten,O,CANON,embeddings,369
1895_Roth_PaaOpmaaling,O,CANON,embeddings,369
1889_Marer_VerdensSyvUndervaerkerOgAndreSmaating,O,CANON,embeddings,370
1895_Birck_Hellighed,O,CANON,embeddings,370
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,370
1895_Henckel_AnnaSofieReventlow,O,CANON,embeddings,370
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,371
1896_LundV_Praesten,O,CANON,embeddings,371
1898_Gnudtzmann_Gadespejlet,O,CANON,embeddings,371
1898_Roerdam_PaaHoejskole,O,CANON,embeddings,371
1876_Kieler_Everil,O,CANON,embeddings,372
1883_Winterhjelm_FritzRandel,O,CANON,embeddings,372
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,372
1897_Leopold_PrinsesseCharlotte,O,CANON,embeddings,372
1895_Claussen_Kitty,O,CANON,embeddings,372
1887_HansenJ_KarenHav,O,CANON,embeddings,372
1889_Vandel_Kraemmerliv,O,CANON,embeddings,372
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende,O,CANON,embeddings,373
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,373
1899_KragT_Enken,O,CANON,embeddings,374
1896_BauditzS_Hjortholm,O,CANON,embeddings,375
1898_Lundgaard_FroekenToes,O,CANON,embeddings,375
1881_NielsenZ_NyeTider,O,CANON,embeddings,375
1888_Rink_KoloniIdyllerFraGroenland,O,CANON,embeddings,375
1885_MoellerO_ReformatorenFraGalilaea,O,CANON,embeddings,376
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse,O,CANON,embeddings,376
1897_JoergensenJ_DenYdersteDag,O,CANON,embeddings,376
1896_Norrie_UngeJunker,O,CANON,embeddings,377
1883_PaludanMueller_MargreteThorsen,O,CANON,embeddings,377
1881_NielsenZ_NyeTider,O,CANON,embeddings,377
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende,O,CANON,embeddings,377
1892_MadsenOgHenriques_VedHoejenMast,O,CANON,embeddings,377
1899_Roth_Provindsliv,O,CANON,embeddings,378
1893_Nansen_JuliesDagbog,O,CANON,embeddings,378
1880_Fibiger_Askepot,O,CANON,embeddings,378
1888_Schjoerring_BeslaegtedeNaturer,O,CANON,embeddings,378
1894_BruunL_SvendFelding,O,CANON,embeddings,378
1875_Hjelm_KoebenhavnskZigeunerliv,O,CANON,embeddings,379
1886_NielsenN_FraKirkelivet,O,CANON,embeddings,379
